id,speed,cars
5935,49.0,19
5936,41.0,34
5942,52.0,29
5943,48.0,45
5944,41.0,180
5945,33.0,19
5946,32.0,168
5947,39.0,36
5948,30.0,72
5949,35.0,21
5950,43.0,14
5951,27.0,128
5952,23.0,80
5953,27.0,66
5954,21.0,59
5955,20.0,26
5956,29.0,31
5957,27.0,186
5958,17.0,96
5959,18.0,96
5960,37.0,39
5961,30.0,189
5962,39.0,69
5963,30.0,61
5964,21.0,59
5965,24.0,108
5966,29.0,100
5967,29.0,180
5968,25.0,254
5969,25.0,300
5970,32.0,138
5971,36.0,50
5972,17.0,97
5973,19.0,119
5974,30.0,27
5975,27.0,47
5976,32.0,27
5977,26.0,75
5978,31.0,15
5979,11.0,8
5980,96.0,92
5981,44.0,5
5982,54.0,11
5983,66.0,2
5984,62.0,6
5985,58.0,2
5986,32.0,12
5987,25.0,5
5988,14.0,18
5996,59.0,14
5997,63.0,7
6001,21.0,2
6002,40.0,3
6003,28.0,2
6004,15.0,11
6005,33.0,15
6006,15.0,13
6007,46.0,2
6008,84.0,1
6014,16.0,9
6016,26.0,16
6019,113.0,4
6020,103.0,85
6024,51.0,54
6025,48.0,72
6026,51.0,25
6031,62.0,11
6035,39.0,20
6036,37.0,73
6037,57.0,31
6039,55.0,38
6040,38.0,93
6041,51.0,27
6042,21.0,9
6043,37.0,41
6044,43.0,115
6045,36.0,198
6046,54.0,30
6047,35.0,63
6048,33.0,33
6049,29.0,53
6050,32.0,104
6051,27.0,54
6052,20.0,20
6053,20.0,26
6054,34.0,59
6055,34.0,158
6056,34.0,217
6057,30.0,263
6058,44.0,124
6059,32.0,101
6060,38.0,35
6061,35.0,151
6062,32.0,132
6063,22.0,20
6064,26.0,137
6065,19.0,86
6066,25.0,74
6067,27.0,89
6068,26.0,335
6069,20.0,460
6070,22.0,80
6071,24.0,114
6072,26.0,41
6073,23.0,80
6074,18.0,43
6075,21.0,79
6076,24.0,21
6077,37.0,18
6078,37.0,11
6079,44.0,3
6080,93.0,98
6083,58.0,4
6084,43.0,20
6086,34.0,3
6087,47.0,12
6088,44.0,25
6089,65.0,19
6090,58.0,7
6091,62.0,11
6092,60.0,11
6093,44.0,4
6096,46.0,31
6097,51.0,21
6098,59.0,15
6099,38.0,19
6100,34.0,14
6101,51.0,36
6102,49.0,34
6103,27.0,6
6104,33.0,2
6105,28.0,3
6106,30.0,12
6107,37.0,12
6108,33.0,1
6109,29.0,1
6114,38.0,9
6115,36.0,6
6116,28.0,24
6118,19.0,5
6119,95.0,81
6120,91.0,5
6121,14.0,66
6122,52.0,68
6123,51.0,105
6124,53.0,23
6131,69.0,5
6136,46.0,12
6137,56.0,2
6138,40.0,55
6139,32.0,22
6140,37.0,96
6141,44.0,32
6142,35.0,61
6143,24.0,10
6144,53.0,99
6145,39.0,250
6146,54.0,44
6147,32.0,11
6148,32.0,59
6149,30.0,136
6150,24.0,161
6151,28.0,71
6152,28.0,109
6153,30.0,115
6154,33.0,146
6155,47.0,105
6157,30.0,211
6158,20.0,11
6159,22.0,39
6160,28.0,15
6161,25.0,123
6162,32.0,141
6163,28.0,163
6164,18.0,41
6165,27.0,22
6166,22.0,84
6167,23.0,117
6168,29.0,304
6169,22.0,778
6170,34.0,180
6171,30.0,182
6172,32.0,123
6173,28.0,163
6174,22.0,91
6175,28.0,80
6176,27.0,87
6177,31.0,76
6178,33.0,62
6179,35.0,81
6180,84.0,150
6181,51.0,43
6182,60.0,52
6183,63.0,7
6184,49.0,13
6185,45.0,9
6186,39.0,21
6187,45.0,4
6193,44.0,24
6194,37.0,12
6195,51.0,11
6196,52.0,10
6200,38.0,28
6201,20.0,8
6203,56.0,53
6204,39.0,74
6205,54.0,24
6206,47.0,57
6207,45.0,67
6208,44.0,49
6209,54.0,10
6210,11.0,3
6212,9.0,1
6213,39.0,20
6214,36.0,21
6215,34.0,19
6216,39.0,30
6217,49.0,15
6218,35.0,31
6219,75.0,156
6220,42.0,47
6221,32.0,127
6222,41.0,16
6230,46.0,9
6235,54.0,17
6236,36.0,36
6237,35.0,26
6238,48.0,21
6239,42.0,30
6240,54.0,55
6242,15.0,6
6243,67.0,54
6244,56.0,57
6245,13.0,3
6246,35.0,197
6247,33.0,158
6248,38.0,98
6249,31.0,127
6250,29.0,86
6251,25.0,145
6252,28.0,106
6253,24.0,92
6254,18.0,4
6255,18.0,2
6257,31.0,143
6258,32.0,65
6259,21.0,68
6260,24.0,125
6261,29.0,195
6262,25.0,100
6263,39.0,119
6264,20.0,143
6265,27.0,65
6266,30.0,75
6267,29.0,182
6268,34.0,36
6269,42.0,109
6270,33.0,169
6271,29.0,227
6272,27.0,64
6273,30.0,91
6274,22.0,98
6275,28.0,20
6276,31.0,40
6277,17.0,12
6278,28.0,9
6279,23.0,8
6280,90.0,105
6281,44.0,6
6282,50.0,1
6283,62.0,20
6284,37.0,76
6285,16.0,2
6286,41.0,10
6293,43.0,6
6294,34.0,8
6295,33.0,5
6296,37.0,55
6297,19.0,3
6300,73.0,1
6301,26.0,1
6302,40.0,2
6303,47.0,2
6304,53.0,6
6305,55.0,1
6306,42.0,2
6308,28.0,9
6309,43.0,53
6310,59.0,51
6311,69.0,45
6312,61.0,33
6313,40.0,17
6315,29.0,4
6316,13.0,2
6319,93.0,77
6320,26.0,8
6321,38.0,29
6323,2.0,1
6330,18.0,19
6331,20.0,17
6333,53.0,12
6334,47.0,19
6335,45.0,8
6336,37.0,7
6337,27.0,7
6338,22.0,3
6340,64.0,51
6342,74.0,20
6343,69.0,69
6344,33.0,5
6345,31.0,22
6346,34.0,117
6347,27.0,325
6348,31.0,212
6349,43.0,4
6350,23.0,30
6351,28.0,42
6352,25.0,32
6353,17.0,40
6354,25.0,1
6357,29.0,94
6358,27.0,104
6359,22.0,97
6360,26.0,159
6361,38.0,54
6362,33.0,57
6363,35.0,42
6364,34.0,132
6365,27.0,226
6366,26.0,50
6367,29.0,24
6368,30.0,22
6369,31.0,158
6370,18.0,75
6371,26.0,349
6372,26.0,131
6373,32.0,28
6374,25.0,18
6375,31.0,90
6376,34.0,46
6377,28.0,22
6378,38.0,24
6379,44.0,26
6380,91.0,70
6381,70.0,58
6384,45.0,49
6385,66.0,33
6386,43.0,45
6387,57.0,27
6393,38.0,2
6394,22.0,5
6395,21.0,3
6396,46.0,23
6397,10.0,2
6404,47.0,11
6406,47.0,4
6408,38.0,1
6409,72.0,8
6410,15.0,2
6412,44.0,32
6413,70.0,32
6414,76.0,25
6419,97.0,85
6420,4.0,1
6421,20.0,44
6422,21.0,65
6423,18.0,8
6429,30.0,2
6430,24.0,11
6431,29.0,35
6432,37.0,23
6433,34.0,14
6434,39.0,5
6435,39.0,22
6436,25.0,13
6437,41.0,10
6438,37.0,22
6439,54.0,23
6440,44.0,89
6441,78.0,76
6442,70.0,75
6443,33.0,2
6444,43.0,55
6445,30.0,207
6446,24.0,123
6447,23.0,99
6448,36.0,133
6449,30.0,205
6450,42.0,26
6451,25.0,13
6452,19.0,4
6453,14.0,26
6456,28.0,7
6457,22.0,167
6458,34.0,41
6459,27.0,31
6460,31.0,105
6461,33.0,149
6462,30.0,40
6463,47.0,51
6464,38.0,201
6465,29.0,131
6466,20.0,56
6467,35.0,13
6468,25.0,13
6469,32.0,119
6470,32.0,30
6471,36.0,56
6472,33.0,83
6473,35.0,148
6474,50.0,76
6475,29.0,85
6476,26.0,14
6477,26.0,4
6480,34.0,13
6481,89.0,132
6484,53.0,17
6485,9.0,2
6486,42.0,1
6487,68.0,7
6488,66.0,31
6489,39.0,38
6493,30.0,4
6494,29.0,5
6495,21.0,10
6496,53.0,16
6504,51.0,5
6505,28.0,2
6506,38.0,2
6509,52.0,14
6510,23.0,29
6511,18.0,16
6512,30.0,9
6514,74.0,8
6515,80.0,42
6516,75.0,9
6519,93.0,77
6522,44.0,27
6530,32.0,5
6531,52.0,12
6532,38.0,20
6533,14.0,24
6534,27.0,17
6535,36.0,14
6536,44.0,12
6537,35.0,19
6538,32.0,17
6539,49.0,16
6540,44.0,195
6541,51.0,37
6542,38.0,30
6543,37.0,169
6544,38.0,128
6545,27.0,39
6546,29.0,23
6547,24.0,21
6548,28.0,68
6549,28.0,221
6550,47.0,120
6551,14.0,5
6552,26.0,1
6553,34.0,1
6554,34.0,50
6555,41.0,40
6556,32.0,41
6557,21.0,105
6558,24.0,216
6559,27.0,40
6560,27.0,56
6561,29.0,338
6562,30.0,336
6563,49.0,105
6564,32.0,45
6565,33.0,80
6566,33.0,100
6567,27.0,34
6568,24.0,24
6569,22.0,60
6570,32.0,195
6571,36.0,3
6572,41.0,27
6573,36.0,44
6574,60.0,32
6575,30.0,180
6576,27.0,28
6577,52.0,1
6581,97.0,115
6582,52.0,11
6583,25.0,1
6584,35.0,21
6585,26.0,26
6586,28.0,9
6588,18.0,1
6589,48.0,5
6590,71.0,36
6591,71.0,15
6592,50.0,38
6593,47.0,2
6594,25.0,4
6596,56.0,21
6598,39.0,1
6604,35.0,7
6605,36.0,1
6606,40.0,3
6608,17.0,1
6609,59.0,5
6610,49.0,10
6611,24.0,20
6616,81.0,23
6617,82.0,40
6618,66.0,27
6619,82.0,151
6620,74.0,30
6621,50.0,65
6622,68.0,30
6623,81.0,32
6624,83.0,19
6630,43.0,13
6631,57.0,2
6632,40.0,8
6633,49.0,16
6634,34.0,21
6635,46.0,20
6636,32.0,5
6637,27.0,13
6638,42.0,43
6639,42.0,32
6640,50.0,150
6641,36.0,96
6642,34.0,156
6643,32.0,21
6644,33.0,33
6645,36.0,23
6646,27.0,20
6647,35.0,20
6648,38.0,69
6649,28.0,2
6650,57.0,57
6651,57.0,126
6652,29.0,100
6653,41.0,186
6654,33.0,210
6655,38.0,163
6656,31.0,193
6657,38.0,163
6658,26.0,329
6659,31.0,258
6660,37.0,276
6661,28.0,134
6662,50.0,122
6663,36.0,33
6664,25.0,17
6665,2.0,1
6666,39.0,48
6667,32.0,44
6668,17.0,27
6669,1.0,2
6670,33.0,194
6671,29.0,11
6672,27.0,15
6673,32.0,40
6674,27.0,56
6675,41.0,128
6676,55.0,78
6677,71.0,1
6678,3.0,3
6681,93.0,44
6682,92.0,71
6683,54.0,20
6684,32.0,31
6685,41.0,4
6686,2.0,1
6689,15.0,1
6690,10.0,1
6691,17.0,4
6692,30.0,10
6693,47.0,49
6694,37.0,64
6695,43.0,40
6696,36.0,81
6697,43.0,41
6698,46.0,3
6701,43.0,2
6703,52.0,11
6704,27.0,7
6705,19.0,4
6706,60.0,1
6707,34.0,2
6708,57.0,2
6709,48.0,7
6711,9.0,3
6718,49.0,5
6719,85.0,94
6721,50.0,18
6722,19.0,26
6724,55.0,3
6725,74.0,40
6726,73.0,30
6729,32.0,24
6730,33.0,10
6731,35.0,11
6732,39.0,11
6733,41.0,9
6734,26.0,13
6737,39.0,68
6738,40.0,23
6739,47.0,26
6740,46.0,227
6741,31.0,79
6742,24.0,13
6743,31.0,53
6744,30.0,46
6745,32.0,7
6746,39.0,73
6747,26.0,114
6748,8.0,3
6749,25.0,1
6751,41.0,38
6752,34.0,183
6753,28.0,77
6754,21.0,8
6755,18.0,20
6756,44.0,9
6757,50.0,2
6758,37.0,63
6759,40.0,73
6760,41.0,91
6761,37.0,26
6762,28.0,149
6763,31.0,128
6764,17.0,1
6765,11.0,11
6766,28.0,92
6767,24.0,52
6768,2.0,8
6769,26.0,1
6770,31.0,166
6771,28.0,13
6772,28.0,17
6773,28.0,25
6774,30.0,26
6775,35.0,55
6776,58.0,60
6777,55.0,48
6781,80.0,2
6782,94.0,84
6784,58.0,4
6785,55.0,1
6786,36.0,5
6791,28.0,7
6792,24.0,4
6793,24.0,9
6794,28.0,26
6795,9.0,5
6796,52.0,1
6797,43.0,25
6798,74.0,27
6799,70.0,26
6800,77.0,21
6803,43.0,16
6804,1.0,1
6805,23.0,1
6806,22.0,3
6807,38.0,1
6809,68.0,9
6818,52.0,1
6819,86.0,74
6820,44.0,5
6821,31.0,33
6822,34.0,37
6823,42.0,4
6824,43.0,6
6826,51.0,25
6827,70.0,15
6828,55.0,12
6829,45.0,3
6830,25.0,12
6831,19.0,4
6832,24.0,33
6833,34.0,7
6834,35.0,10
6835,44.0,42
6836,44.0,78
6837,35.0,74
6838,38.0,45
6839,35.0,67
6840,73.0,119
6841,30.0,9
6842,33.0,12
6843,25.0,117
6844,30.0,47
6845,33.0,84
6846,14.0,8
6847,66.0,4
6850,35.0,12
6851,23.0,23
6852,26.0,91
6853,24.0,8
6854,21.0,29
6855,21.0,40
6856,36.0,12
6857,35.0,65
6858,43.0,26
6859,34.0,159
6860,29.0,155
6861,33.0,58
6862,28.0,232
6863,33.0,194
6864,6.0,5
6866,39.0,39
6867,25.0,101
6869,36.0,13
6870,37.0,113
6871,20.0,19
6872,28.0,6
6873,43.0,8
6874,37.0,5
6875,21.0,130
6876,30.0,33
6877,70.0,65
6878,63.0,46
6879,28.0,7
6882,95.0,89
6884,44.0,11
6885,7.0,3
6886,44.0,8
6887,27.0,3
6890,9.0,1
6892,30.0,26
6893,36.0,15
6894,39.0,10
6897,60.0,10
6898,15.0,1
6903,48.0,3
6904,21.0,13
6905,40.0,8
6906,24.0,19
6907,23.0,14
6908,57.0,8
6918,91.0,50
6919,91.0,30
6922,38.0,1
6923,31.0,16
6924,39.0,7
6926,33.0,1
6927,71.0,41
6928,37.0,22
6930,26.0,4
6931,34.0,22
6932,44.0,45
6933,50.0,75
6934,41.0,89
6935,46.0,39
6936,36.0,7
6937,33.0,59
6938,36.0,39
6939,30.0,49
6940,81.0,103
6942,40.0,26
6943,32.0,145
6944,49.0,35
6946,54.0,1
6947,56.0,9
6948,21.0,2
6949,14.0,4
6950,31.0,27
6951,28.0,28
6952,37.0,12
6953,33.0,37
6954,33.0,15
6955,22.0,77
6956,20.0,20
6957,28.0,67
6958,55.0,68
6959,51.0,95
6960,24.0,19
6961,24.0,11
6962,39.0,50
6963,49.0,128
6964,40.0,59
6965,27.0,32
6966,22.0,9
6967,37.0,85
6968,42.0,3
6969,46.0,2
6970,39.0,71
6971,31.0,55
6972,32.0,7
6973,31.0,3
6975,9.0,8
6976,29.0,61
6977,28.0,39
6978,62.0,96
6979,60.0,40
6980,30.0,11
6982,96.0,96
6983,94.0,11
6984,34.0,12
6985,16.0,25
6986,50.0,1
6987,11.0,10
6991,23.0,2
6992,41.0,20
6994,24.0,5
6995,20.0,9
6996,35.0,4
6997,61.0,10
7002,58.0,3
7003,51.0,2
7004,30.0,3
7005,50.0,1
7006,40.0,4
7007,36.0,7
7008,54.0,1
7018,89.0,82
7022,33.0,10
7024,60.0,3
7025,30.0,8
7026,19.0,4
7027,53.0,55
7028,43.0,24
7029,37.0,55
7030,38.0,87
7031,54.0,55
7032,44.0,33
7037,27.0,12
7038,21.0,15
7039,22.0,14
7040,65.0,131
7041,45.0,39
7042,35.0,39
7043,40.0,116
7046,79.0,4
7050,39.0,21
7051,47.0,12
7053,28.0,18
7054,22.0,21
7055,23.0,48
7056,33.0,74
7057,61.0,21
7058,68.0,102
7059,43.0,34
7061,13.0,2
7062,39.0,26
7063,41.0,104
7064,50.0,68
7065,19.0,20
7066,13.0,14
7067,43.0,65
7069,5.0,9
7070,25.0,4
7071,32.0,133
7072,30.0,22
7073,38.0,13
7074,38.0,20
7075,23.0,18
7076,31.0,39
7077,41.0,37
7078,30.0,18
7079,58.0,99
7080,70.0,16
7081,50.0,2
7082,84.0,1
7083,89.0,129
7084,20.0,1
7085,34.0,8
7086,35.0,18
7087,26.0,7
7091,61.0,5
7092,62.0,2
7094,3.0,11
7095,10.0,5
7097,57.0,7
7101,102.0,10
7102,112.0,12
7103,104.0,14
7104,81.0,11
7105,108.0,15
7106,76.0,27
7107,65.0,16
7117,66.0,6
7118,83.0,99
7122,26.0,1
7123,51.0,3
7124,17.0,1
7125,21.0,6
7126,23.0,6
7127,38.0,37
7128,30.0,92
7129,41.0,48
7130,34.0,2
7136,60.0,1
7138,39.0,1
7139,5.0,2
7140,71.0,124
7141,31.0,55
7142,38.0,99
7143,40.0,123
7146,45.0,15
7150,45.0,18
7151,39.0,9
7152,30.0,34
7153,38.0,5
7154,33.0,11
7155,30.0,7
7156,32.0,54
7157,77.0,89
7158,37.0,8
7159,41.0,23
7160,36.0,24
7161,35.0,40
7162,25.0,51
7163,30.0,110
7164,32.0,140
7165,30.0,110
7166,33.0,62
7167,38.0,70
7168,45.0,17
7170,26.0,1
7171,46.0,94
7172,17.0,5
7173,36.0,4
7174,28.0,4
7175,24.0,54
7176,25.0,13
7177,44.0,5
7178,50.0,24
7179,31.0,28
7180,75.0,63
7181,66.0,14
7182,22.0,2
7183,88.0,109
7184,90.0,33
7185,42.0,3
7186,37.0,18
7191,44.0,23
7192,32.0,3
7193,14.0,8
7197,59.0,8
7201,78.0,10
7202,41.0,21
7203,48.0,24
7204,42.0,31
7205,60.0,25
7206,44.0,48
7207,76.0,25
7208,110.0,20
7209,92.0,13
7210,87.0,25
7211,111.0,18
7212,107.0,23
7213,106.0,8
7217,71.0,44
7218,78.0,50
7222,15.0,4
7223,26.0,5
7224,30.0,14
7225,29.0,25
7226,36.0,31
7227,11.0,8
7228,32.0,4
7229,38.0,1
7233,39.0,1
7238,32.0,10
7239,59.0,83
7240,65.0,121
7241,30.0,22
7242,44.0,31
7243,51.0,19
7244,11.0,3
7246,47.0,13
7247,69.0,9
7250,53.0,17
7252,33.0,15
7253,24.0,6
7254,23.0,44
7255,34.0,35
7256,31.0,6
7257,78.0,78
7259,9.0,1
7260,38.0,29
7261,37.0,10
7262,26.0,12
7263,30.0,90
7264,40.0,91
7265,35.0,113
7266,30.0,105
7267,33.0,29
7268,30.0,69
7269,14.0,6
7270,18.0,13
7271,42.0,108
7272,26.0,7
7273,39.0,8
7274,25.0,4
7275,38.0,22
7276,46.0,1
7277,53.0,5
7278,38.0,14
7279,28.0,96
7280,59.0,29
7281,74.0,90
7282,55.0,12
7283,43.0,7
7284,85.0,121
7285,35.0,24
7286,10.0,14
7289,57.0,1
7290,47.0,10
7291,35.0,17
7293,45.0,2
7296,33.0,1
7297,37.0,28
7301,36.0,1
7303,65.0,15
7304,65.0,2
7307,58.0,36
7313,97.0,6
7314,96.0,22
7315,88.0,23
7316,75.0,28
7317,53.0,106
7318,72.0,100
7319,87.0,41
7320,91.0,15
7321,30.0,2
7322,26.0,1
7323,10.0,1
7324,46.0,23
7325,32.0,30
7326,21.0,10
7327,22.0,10
7328,46.0,1
7329,49.0,2
7333,18.0,13
7334,31.0,1
7335,46.0,2
7336,28.0,1
7337,44.0,1
7338,75.0,65
7339,65.0,220
7340,39.0,18
7341,46.0,3
7342,39.0,68
7343,38.0,10
7344,36.0,11
7345,32.0,9
7346,40.0,2
7347,64.0,2
7348,63.0,9
7349,41.0,9
7350,52.0,52
7351,58.0,30
7352,43.0,15
7353,35.0,4
7354,36.0,8
7355,34.0,56
7356,70.0,42
7357,75.0,26
7358,31.0,7
7359,59.0,15
7360,37.0,43
7361,34.0,10
7362,34.0,12
7363,28.0,45
7364,32.0,145
7365,39.0,97
7366,29.0,75
7367,21.0,26
7368,35.0,58
7369,31.0,31
7370,32.0,10
7371,38.0,91
7372,26.0,52
7373,34.0,8
7374,41.0,9
7375,41.0,15
7376,60.0,3
7377,42.0,4
7378,32.0,9
7379,33.0,41
7380,37.0,16
7381,29.0,42
7382,52.0,172
7383,42.0,73
7384,68.0,192
7385,39.0,50
7386,46.0,53
7387,64.0,44
7388,62.0,40
7389,63.0,45
7390,57.0,40
7391,33.0,80
7392,49.0,38
7393,62.0,23
7394,46.0,2
7395,33.0,2
7396,54.0,3
7397,56.0,4
7402,78.0,5
7403,76.0,11
7407,41.0,27
7408,55.0,35
7409,67.0,30
7410,70.0,28
7411,71.0,20
7412,56.0,9
7415,58.0,7
7416,97.0,5
7417,68.0,55
7418,73.0,22
7420,81.0,23
7421,95.0,30
7422,96.0,40
7423,88.0,44
7424,95.0,57
7425,90.0,56
7426,99.0,51
7427,100.0,47
7428,95.0,48
7429,99.0,57
7430,98.0,61
7431,91.0,47
7432,85.0,55
7433,93.0,51
7434,98.0,34
7435,72.0,14
7436,79.0,25
7437,87.0,43
7438,65.0,163
7439,38.0,30
7440,25.0,6
7441,1.0,2
7442,35.0,78
7443,35.0,25
7444,35.0,17
7445,21.0,20
7446,16.0,3
7448,3.0,8
7449,52.0,32
7450,36.0,4
7451,51.0,12
7452,35.0,11
7453,29.0,22
7454,32.0,21
7455,32.0,19
7456,49.0,143
7457,50.0,9
7458,39.0,18
7459,31.0,2
7460,27.0,31
7461,29.0,33
7462,38.0,15
7463,51.0,7
7464,46.0,40
7465,35.0,98
7466,32.0,140
7467,26.0,56
7468,23.0,10
7469,50.0,17
7470,23.0,8
7471,30.0,49
7472,52.0,24
7473,32.0,5
7474,34.0,34
7475,41.0,14
7476,30.0,4
7477,27.0,9
7478,39.0,32
7479,16.0,22
7480,31.0,1
7481,36.0,12
7482,45.0,23
7483,59.0,96
7484,72.0,137
7485,48.0,100
7486,35.0,33
7488,57.0,1
7489,25.0,4
7490,17.0,3
7491,29.0,11
7492,28.0,21
7493,26.0,18
7494,62.0,28
7495,52.0,31
7496,38.0,49
7497,41.0,41
7498,46.0,28
7499,69.0,24
7500,63.0,18
7501,38.0,11
7502,70.0,12
7506,15.0,2
7507,29.0,2
7508,49.0,8
7509,42.0,2
7512,38.0,18
7513,62.0,32
7514,60.0,22
7515,58.0,2
7516,81.0,8
7517,87.0,64
7518,18.0,5
7519,25.0,2
7520,38.0,2
7521,63.0,14
7522,62.0,9
7523,88.0,30
7524,73.0,27
7525,75.0,19
7526,84.0,8
7527,71.0,1
7528,26.0,1
7531,20.0,1
7532,51.0,7
7533,85.0,2
7534,81.0,37
7535,85.0,71
7536,83.0,77
7537,67.0,191
7538,71.0,120
7539,29.0,37
7540,31.0,16
7542,41.0,45
7543,24.0,18
7544,22.0,17
7545,30.0,9
7547,22.0,5
7548,25.0,11
7549,38.0,33
7550,11.0,4
7553,17.0,67
7554,29.0,56
7555,29.0,35
7556,48.0,136
7557,24.0,12
7558,42.0,5
7559,22.0,6
7560,30.0,28
7561,29.0,20
7562,18.0,1
7563,34.0,2
7564,31.0,42
7565,31.0,119
7566,41.0,97
7567,36.0,47
7568,23.0,42
7569,37.0,14
7570,43.0,12
7571,33.0,4
7572,48.0,70
7573,43.0,19
7574,55.0,1
7575,38.0,8
7576,52.0,8
7577,26.0,16
7578,37.0,36
7579,22.0,24
7580,31.0,15
7581,25.0,13
7584,76.0,145
7585,37.0,76
7586,50.0,7
7587,47.0,11
7588,20.0,1
7590,36.0,1
7591,36.0,7
7592,13.0,4
7593,5.0,3
7595,18.0,2
7596,43.0,10
7597,21.0,2
7601,51.0,11
7602,48.0,34
7603,60.0,5
7607,42.0,1
7608,31.0,11
7612,1.0,5
7614,40.0,41
7615,60.0,35
7616,76.0,67
7617,81.0,14
7618,17.0,3
7619,21.0,8
7620,42.0,16
7621,54.0,11
7622,50.0,1
7626,68.0,27
7628,21.0,2
7629,19.0,14
7630,15.0,7
7634,67.0,26
7635,80.0,68
7636,49.0,67
7637,37.0,11
7638,84.0,57
7639,85.0,93
7640,25.0,33
7641,30.0,53
7642,26.0,111
7643,38.0,67
7644,36.0,27
7645,20.0,1
7648,55.0,24
7650,38.0,3
7651,32.0,8
7652,27.0,18
7653,29.0,39
7654,23.0,14
7655,19.0,4
7656,71.0,86
7657,52.0,7
7658,33.0,1
7659,32.0,15
7660,25.0,29
7661,21.0,37
7662,24.0,10
7663,32.0,13
7664,29.0,11
7665,42.0,52
7666,30.0,135
7667,41.0,73
7668,38.0,9
7669,45.0,8
7670,56.0,20
7671,13.0,28
7672,41.0,72
7673,29.0,8
7677,39.0,13
7678,34.0,20
7679,21.0,1
7683,81.0,11
7684,86.0,108
7685,46.0,13
7686,49.0,21
7687,52.0,14
7688,18.0,37
7689,18.0,8
7690,45.0,6
7691,42.0,16
7692,63.0,3
7695,2.0,1
7696,52.0,4
7702,32.0,4
7703,64.0,7
7704,62.0,8
7705,54.0,12
7706,38.0,7
7708,37.0,10
7709,48.0,4
7710,31.0,3
7713,31.0,16
7714,28.0,14
7716,74.0,86
7717,63.0,6
7718,79.0,7
7719,84.0,21
7720,50.0,10
7725,15.0,1
7726,84.0,11
7728,23.0,1
7729,23.0,16
7730,29.0,2
7731,40.0,6
7732,52.0,3
7733,100.0,44
7734,99.0,55
7735,27.0,27
7736,39.0,73
7737,15.0,21
7739,90.0,29
7740,94.0,106
7741,81.0,39
7742,38.0,20
7743,22.0,11
7744,48.0,34
7745,65.0,35
7746,50.0,26
7747,38.0,73
7748,58.0,3
7751,19.0,2
7752,44.0,4
7753,25.0,53
7754,23.0,51
7755,75.0,94
7756,70.0,14
7757,44.0,20
7759,4.0,5
7760,32.0,24
7761,35.0,7
7765,34.0,34
7766,53.0,64
7767,38.0,95
7768,32.0,67
7769,35.0,30
7770,40.0,18
7771,24.0,15
7772,38.0,103
7773,26.0,17
7774,14.0,10
7777,40.0,24
7778,35.0,9
7780,54.0,1
7783,86.0,101
7784,76.0,65
7785,23.0,5
7786,40.0,30
7787,38.0,22
7788,21.0,56
7789,30.0,12
7790,30.0,19
7791,46.0,4
7792,23.0,5
7793,22.0,2
7794,29.0,6
7795,43.0,13
7796,66.0,2
7797,38.0,1
7798,34.0,1
7801,47.0,1
7805,51.0,8
7806,51.0,2
7808,5.0,1
7809,32.0,10
7810,46.0,11
7811,42.0,7
7812,19.0,22
7813,21.0,6
7814,54.0,3
7816,72.0,22
7817,63.0,70
7818,68.0,33
7819,62.0,6
7820,59.0,5
7825,18.0,1
7826,9.0,1
7827,78.0,38
7828,40.0,13
7829,44.0,3
7830,34.0,25
7831,32.0,18
7832,87.0,48
7833,102.0,48
7835,31.0,36
7836,17.0,157
7837,17.0,100
7838,17.0,2
7841,92.0,99
7842,92.0,79
7846,57.0,6
7847,56.0,13
7848,57.0,23
7849,56.0,23
7850,50.0,28
7851,40.0,20
7852,44.0,10
7853,31.0,33
7854,55.0,199
7855,37.0,71
7856,30.0,9
7857,30.0,15
7860,14.0,13
7861,36.0,19
7862,36.0,5
7864,39.0,2
7865,34.0,38
7866,31.0,113
7867,35.0,163
7868,27.0,30
7869,30.0,9
7870,43.0,20
7871,42.0,36
7872,39.0,109
7873,18.0,13
7874,10.0,2
7876,2.0,1
7877,51.0,10
7878,35.0,20
7879,26.0,13
7880,2.0,1
7883,83.0,128
7884,28.0,21
7885,46.0,15
7887,35.0,66
7888,18.0,67
7889,25.0,46
7890,31.0,15
7891,35.0,9
7892,52.0,2
7894,67.0,3
7895,64.0,11
7899,44.0,2
7900,33.0,1
7901,46.0,2
7905,37.0,15
7906,48.0,5
7907,37.0,12
7908,22.0,10
7909,28.0,13
7910,16.0,9
7911,15.0,32
7912,27.0,35
7913,39.0,16
7914,45.0,13
7916,67.0,20
7917,67.0,64
7918,50.0,11
7919,39.0,55
7921,50.0,1
7922,33.0,1
7923,59.0,2
7924,50.0,1
7925,8.0,2
7927,83.0,40
7928,59.0,12
7929,28.0,3
7931,99.0,51
7932,63.0,34
7933,8.0,3
7934,50.0,13
7935,49.0,19
7936,30.0,34
7937,24.0,41
7940,45.0,15
7941,50.0,3
7942,83.0,26
7943,89.0,143
7944,76.0,19
7945,44.0,1
7946,66.0,24
7947,42.0,1
7950,37.0,11
7951,36.0,22
7952,30.0,43
7953,66.0,114
7954,70.0,34
7955,30.0,59
7956,38.0,46
7957,48.0,24
7960,33.0,1
7961,32.0,18
7963,58.0,11
7964,49.0,31
7965,9.0,8
7966,29.0,9
7967,54.0,62
7968,37.0,141
7969,24.0,11
7971,35.0,3
7972,27.0,50
7973,36.0,108
7974,32.0,26
7977,31.0,46
7978,43.0,10
